20150411	1996	903000	2	ZU01
20150411	1996	902900	1	ZU01
20150411	1996	513440	1	ZU01
20150411	1996	513401	1	ZU01
20150411	1996	511610	5	ZU01
20150411	1996	518100	1	ZU01
20150411	1996	412700	2	ZU01
20150411	1996	412501	10	ZU01
20150411	1996	411005	4	ZU01
20150411	1996	510002	2	ZU01
20150411	1996	513801	1	ZU01
20150411	1996	511610	5	ZU01
20150411	1996	412700	2	ZU01
20150411	2298	903000	1	ZU01
20150411	2298	500210	2	ZU01
20150411	2298	902900	1	ZU01
20150411	2298	513420	1	ZU01
20150411	2298	513401	1	ZU01
20150411	2298	513702	1	ZU01
20150411	2298	515000	2	ZU01
20150411	2298	411006	1	ZU01
20150411	2298	513451	1	ZU01
20150411	2298	514900	1	ZU01
20150411	2298	511303	1	ZU01
20150411	2298	511610	2	ZU01
20150411	2298	518300	1	ZU01
20150411	2298	412201	1	ZU01
20150411	2298	518100	1	ZU01
20150411	2298	518201	3	ZU01
20150411	2298	412700	2	ZU01
20150411	2298	412501	4	ZU01
20150411	2298	023200	2	ZU01
20150411	2298	024810	1	ZU01
20150411	2298	410210	1	ZU01
20150411	2298	412402	1	ZU01
20150411	2298	403210	1	ZU01
20150411	2291	903000	3	ZU01
20150411	2291	500210	6	ZU01
20150411	2291	902900	1	ZU01
20150411	2291	510100	1	ZU01
20150411	2291	513420	2	ZU01
20150411	2291	513702	1	ZU01
20150411	2291	510701	2	ZU01
20150411	2291	411006	2	ZU01
20150411	2291	513451	2	ZU01
20150411	2291	511610	3	ZU01
20150411	2291	515200	1	ZU01
20150411	2291	412501	3	ZU01
20150411	1386	903000	2	ZU01
20150411	1386	500210	6	ZU01
20150411	1386	902900	2	ZU01
20150411	1386	511002	2	ZU01
20150411	1386	513421	3	ZU01
20150411	1386	513702	1	ZU01
20150411	1386	515000	3	ZU01
20150411	1386	514500	1	ZU01
20150411	1386	514900	1	ZU01
20150411	1386	518300	1	ZU01
20150411	1386	412201	1	ZU01
20150411	1386	412202	1	ZU01
20150411	1386	410401	1	ZU01
20150411	1386	518100	2	ZU01
20150411	1386	518201	2	ZU01
20150411	1386	412700	2	ZU01
20150411	1386	402000	2	ZU01
20150411	1386	412501	5	ZU01
20150411	1386	401101	1	ZU01
20150411	1386	025301	2	ZU01
20150411	1386	400402	1	ZU01
20150411	1386	411005	3	ZU01
20150411	1386	412000	1	ZU01
20150411	1386	412402	3	ZU01
20150411	1386	403210	4	ZU01
20150411	1386	801801	1	ZU01
20150411	1379	518300	2	ZU01
20150411	1379	412201	1	ZU01
20150411	1379	412202	1	ZU01
20150411	1379	410401	1	ZU01
20150411	1379	518100	2	ZU01
20150411	1379	518201	3	ZU01
20150411	1379	412700	2	ZU01
20150411	1379	403311	1	ZU01
20150411	1379	024810	1	ZU01
