20150403	b0001	A1001	1	ZU01	20150404
20150403	b0001		4	ZU01	20150404
20150403	b0001	A1001	1	ZU01	20150404
20150403	b0001	A1002	1	ZU01	20150404
20150403	b0001		3	ZU01	20150404
20150403	9001	A1001	1	ZU01	20150404
20150403	9001	A1002	1	ZU01	20150404
20150403	9001	A1001	1	ZU01	20150404
20150403	9001	A1002	1	ZU01	20150404
20150403	9001	A1001	1	ZU01	20150404
20150403	9001	A1002	1	ZU01	20150404
20150403	9001	A1001	1	ZU01	20150404
20150403	9001	A1002	1	ZU01	20150404
20150406	b0001		1	ZU01	20150407
20150406	b0001		1	ZU01	20150407
20150406	b0001		1	ZU01	20150407
20150406	b0001		1	ZU01	20150407
20150406	b0001	A1001	2	ZU01	20150407
20150406	b0001	A2003	5	ZU01	20150407
20150406	b0001	3001	6	ZU01	20150407
20150406	b0001		12	ZU01	20150407
20150406	b0001		10	ZU01	20150407
20150406	b0001		4	ZU01	20150407
20150406	b0001		1	ZU01	20150407
20150406	b0001	A1001	2	ZU01	20150407
20150406	b0001		1	ZU01	20150407
20150406	b0001	A1001	2	ZU01	20150407
20150406	b0001	A1002	3	ZU01	20150407
20150406	b0001		4	ZU01	20150407
20150406	b0001	A1001	5	ZU01	20150407
20150406	b0001	A1002	6	ZU01	20150407
20150406	b0001		6	ZU01	20150407
20150406	b0001		5	ZU01	20150407
20150406	b0001	A1002	2	ZU01	20150407
20150406	b0001		3	ZU01	20150407
20150407	b0001		15	ZU01	20150408
20150408	b0001		1	ZU01	20150409
20150408	b0001	A1001	1	ZU01	20150409
20150409	b1003	A2002	1	ZU01	20150410
20150413	b0001		1	ZU01	20150414
20150413	b0001	A1001	2	ZU01	20150414
20150413	b0001	A1002	3	ZU01	20150414
20150414	b0001		1	ZU01	20150415
20150414	b0001		6	ZU01	20150415
20150415	b0001	0101	1	ZU01	0416
20150415	b0001		2	ZU01	0416
20150416	b0001		1	ZU01	20150417
20150416	b0001	A1001	2	ZU01	20150417
20150416	b0001	A1002	3	ZU01	20150417
20150420	b0001		2	ZU01	20150421
20150420	b0001		1	ZU01	20150421
20150420	b0001		5	ZU01	20150421
20150420	b0001		5	ZU01	20150421
20150420	b0001		5	ZU01	20150421
20150420	b0001		3	ZU01	20150421
20150420	b0001		2	ZU01	20150421
20150420	b0001	A1001	3	ZU01	20150421
20150420	b0001		3	ZU01	20150421
20150420	b0001	A1001	6	ZU01	20150421
20150420	b0001	A1002	8	ZU01	20150421
20150420	b0001		5	ZU01	20150421
20150420	b0001		6	ZU01	20150421
20150420	b0001		4	ZU01	20150421
20150420	b0001		5	ZU01	20150421
20150420	b0001		1	ZU01	20150421
20150420	b0001	A1001	2	ZU01	20150421
20150420	b0001	A1002	3	ZU01	20150421
20150420	b0001		6	ZU01	20150421
20150420	b0001		7	ZU01	20150421
20150421	b0001		4	ZU01	20150422
20150421	b0001	A1001	5	ZU01	20150422
20150424	b0001		1	ZU01	20150425
20150424	b0001	A1001	2	ZU01	20150425
20150424	b0001	A1001	8	ZU01	20150425
20150424	b0001	A1002	9	ZU01	20150425
20150424	b0001		2	ZU01	20150425
20150424	b0001	A1001	3	ZU01	20150425
20150424	b0001		2	ZU01	20150425
20150424	b0001	A1001	3	ZU01	20150425
20150424	b0001		1	ZU01	20150425
20150424	b0001	A1001	2	ZU01	20150425
20150424	9001		1	ZU01	0225
20150424	9001	A1001	1	ZU01	0225
20150424	9001		1	ZU01	20150425
20150424	9001	A1001	1	ZU01	20150425
20150424	b0001		1	ZU01	20150425
20150424	b0001	A1001	2	ZU01	20150425
20150424	b0001	A1002	3	ZU01	20150425
20150424	b0001		1	ZU01	20150425
20150424	b0001	A1001	2	ZU01	20150425
20150427	9001		1	ZU01	0428
20150427	9001	A1001	1	ZU01	0428
20150427	9001		1	ZU01	20150428
20150427	9001	A1001	1	ZU01	20150428
20150427	9001		1	ZU01	20150428
20150429	b0001		5	ZU01	20150430
20150429	b0001		6	ZU01	20150430
20150430	b0001		1	ZU01	0502
20150430	b0001	A1001	2	ZU01	0502
20150430	b0001		1	ZU01	0501
20150430	b0001	A1001	2	ZU01	0501
20150430	b0001		2	ZU01	0501
20150430	b0001	A1001	3	ZU01	0501
20150501	9001		1	ZU01	0502
20150501	9001	A1001	1	ZU01	0502
20150501	9001		1	ZU01	0502
20150504	b0001		1	ZU01	0505
20150504	b0001	A1001	2	ZU01	0505
20150504	b0001		1	ZU01	0505
20150504	b0001	A1001	2	ZU01	0505
20150504	b0001		1	ZU01	0505
20150504	b0001	A1001	2	ZU01	0505
20150504	b0001		1	ZU01	0505
20150504	b0001		1	ZU01	0505
20150504	b0001	A1001	2	ZU01	0505
20150507	9001		1	ZU01	0508
20150507	9001	A1001	1	ZU01	0508
20150507	9001		1	ZU01	0515
20150507	9001	A1002	1	ZU01	0511
20150507	9001		2	ZU01	0508
20150507	9001	A1002	1	ZU01	0508
20150507	9001		2	ZU01	0508
20150507	9001	A1001	3	ZU01	0508
20150510	b0001		5	ZU01	0511
20150510	b0001		6	ZU01	0511
20150510	b0001		8	ZU01	0511
20150511	b0001		5	ZU01	0512
20150511	b0001	A1002	6	ZU01	0512
20150511	9001	A1001	1	ZU01	0512
20150512	9001		1	ZU01	0513
20150512	9001		1	ZU01	0513
20150512	9001	A1001	1	ZU01	0513
20150512	9001		2	ZU01	0513
20150512	9001	A1001	1	ZU01	0513
20150512	9001	A1002	1	ZU01	0513
20150512	9001		1	ZU01	0513
20150512	9001	A1001	1	ZU01	0513
20150512	9001	A1002	1	ZU01	0513
20150512	9001		1	ZU01	0513
20150512	9001	A1001	1	ZU01	0513
20150512	9001	A1002	1	ZU01	0513
20150512	9001		1	ZU01	0513
20150512	9001	A1001	1	ZU01	0513
20150512	9001	A1002	1	ZU01	0513
20150512	9001		1	ZU01	0513
20150512	9001	A1001	1	ZU01	0513
20150512	9001	A1002	1	ZU01	0513
20150512	9001		1	ZU01	0513
20150512	9001	A1001	1	ZU01	0513
20150512	9001	A1002	1	ZU01	0513
20150513	b0001		3	ZU01	0514
20150513	b0001	A1001	3	ZU01	0514
20150513	b0001	A1002	6	ZU01	0514
20150515	b0001	A1001	9	ZU01	0516
20150518	b0001	A1001	9	ZU01	0519
20150518	b0001		2	ZU01	0519
20150518	b0001		6	ZU01	0519
20150520	9001	A1001	2	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150520	9001	A1001	2	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150520	9001	A1001	2	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150520	9001	A1001	2	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150520	9001	A1001	2	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150520	9001	A1001	2	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150520	9001	A1001	1	ZU01	0521
20150520	9001	A1001	1	ZU01	0521
20150520	9001	A1001	1	ZU01	0521
20150520	9001	A1001	1	ZU01	0521
20150520	9001	A1002	1	ZU01	0521
20150520	9001	A1002	1	ZU01	0521
20150520	9001	A1002	1	ZU01	0521
20150520	9001	A1002	1	ZU01	0521
20150520	9001	A1002	1	ZU01	0521
20150520	9001	A1002	1	ZU01	0521
20150520	9001	A1001	2	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150520	9001	A1001	1	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150520	9001	A1001	2	ZU01	0521
20150520	9001	A1002	2	ZU01	0521
20150521	b0001		6	ZU01	0522
20150521	b0001		9	ZU01	0522
20150521	b0001		1	ZU01	0522
20150522	b0001		2	ZU01	0623
20150522	b0001	A1001	2	ZU01	0623
20150523	b0001		3	ZU01	0524
20150523	b0001		6	ZU01	0524
20150523	b0001	A1001	3	ZU01	0524
20150523	b0001	A1002	3	ZU01	0524
20150523	b0001		2	ZU01	0524
20150523	b0001		3	ZU01	0524
20150526	9001	0100	1	ZU01	0527
20150526	b0001		3	ZU01	0527
20150526	b0001	A1001	3	ZU01	0527
20150526	b0001	A1002	3	ZU01	0527
20150526	9001		1	ZU01	0527
20150526	9001	A1001	1	ZU01	0527
20150526	9001		2	ZU01	0527
20150526	9001	A1001	1	ZU01	0527
20150526	9001		1	ZU01	0527
20150526	9001	A1001	1	ZU01	0527
20150526	9001		1	ZU01	0527
20150526	9001	A1001	1	ZU01	0527
20150526	9001		1	ZU01	0527
20150526	9001	A1001	1	ZU01	0527
20150526	9001		1	ZU01	0527
20150526	9001	A1001	1	ZU01	0527
20150527	9001	0100	1	ZU01	0528
20150527	9001	0100	1	ZU01	0528
20150527	9001	0100	1	ZU01	0528
20150527	9001	0100	1	ZU01	0528
20150527	9001	0100	1	ZU01	0528
