20150410	2000	500210	6	ZU01
20150410	2000	517100	1	ZU01
20150410	2000	029300	2	ZU01
20150410	2000	500000	3	ZU01
20150410	2291	903000	3	ZU01
20150410	2291	500210	3	ZU01
20150410	2291	902900	2	ZU01
20150410	2291	515100	1	ZU01
20150410	2291	510100	1	ZU01
20150410	2291	513420	1	ZU01
20150410	2291	513421	1	ZU01
20150410	2291	513401	1	ZU01
20150410	2291	513702	1	ZU01
20150410	2291	513900	1	ZU01
20150410	2291	510701	1	ZU01
20150410	2291	513451	2	ZU01
20150410	2291	517100	1	ZU01
20150410	2291	412501	3	ZU01
20150410	2291	022002	1	ZU01
20150410	2291	025000	1	ZU01
20150410	2298	903000	1	ZU01
20150410	2298	513420	1	ZU01
20150410	2298	515000	2	ZU01
20150410	2298	411006	2	ZU01
20150410	2298	513451	1	ZU01
20150410	2298	511303	1	ZU01
20150410	2298	510307	1	ZU01
20150410	2298	511610	2	ZU01
20150410	2298	518300	1	ZU01
20150410	2298	412201	1	ZU01
20150410	2298	518201	2	ZU01
20150410	2298	412700	2	ZU01
20150410	2298	412501	2	ZU01
20150410	2298	023200	1	ZU01
20150410	2298	024810	1	ZU01
20150410	2298	412402	1	ZU01
20150410	2298	403210	2	ZU01
20150410	2119	500210	4	ZU01
20150410	2119	513702	2	ZU01
20150410	2119	410401	2	ZU01
20150410	2119	404500	3	ZU01
20150410	2298	500210	3	ZU01
20150410	2292	500210	5	ZU01
20150410	2292	513702	1	ZU01
20150410	2292	515000	1	ZU01
20150410	2292	513451	1	ZU01
20150410	2292	511610	1	ZU01
20150410	2292	518300	1	ZU01
20150410	2292	518100	1	ZU01
20150410	1992	903000	1	ZU01
20150410	1992	902900	2	ZU01
20150410	1992	513702	1	ZU01
20150410	1992	510701	1	ZU01
20150410	1992	514900	1	ZU01
20150410	1992	401101	1	ZU01
20150410	1992	412402	2	ZU01
20150410	1992	404000	1	ZU01
20150410	1992	404100	1	ZU01
20150410	1992	515000	3	ZU01
20150410	1992	412202	1	ZU01
20150410	1992	412700	1	ZU01
20150410	1992	513900	1	ZU01
20150410	2121	500210	6	ZU01
20150410	2121	511002	2	ZU01
20150410	2121	515000	3	ZU01
20150410	2121	412202	2	ZU01
20150410	2121	518100	2	ZU01
20150410	2121	022002	1	ZU01
20150410	2121	025000	1	ZU01
20150410	2121	401101	3	ZU01
20150410	2121	025301	3	ZU01
20150410	2121	205703	1	ZU01
20150410	2121	412500	3	ZU01
20150410	1988	903000	1	ZU01
20150410	1988	500210	2	ZU01
20150410	1988	902900	1	ZU01
20150410	1988	903100	1	ZU01
20150410	1988	511002	5	ZU01
20150410	1988	513431	1	ZU01
20150410	1988	511610	1	ZU01
20150410	1988	023500	3	ZU01
20150410	2298	518100	1	ZU01
20150410	2279	903000	1	ZU01
20150410	2279	500210	3	ZU01
20150410	2279	511002	1	ZU01
20150410	2279	513451	2	ZU01
20150410	2279	511610	1	ZU01
20150410	2279	518300	1	ZU01
20150410	2279	412202	1	ZU01
20150410	2279	518100	1	ZU01
20150410	2279	518201	1	ZU01
20150410	2243	903000	1	ZU01
20150410	2243	500210	3	ZU01
20150410	2243	515100	1	ZU01
20150410	2243	510002	1	ZU01
20150410	2243	510100	1	ZU01
20150410	2243	513420	1	ZU01
20150410	2243	513421	1	ZU01
20150410	2243	513702	1	ZU01
20150410	2243	513451	2	ZU01
20150410	2243	514500	1	ZU01
20150410	2243	511610	1	ZU01
20150410	2243	518201	3	ZU01
