20160922	1185	100136	1	ZU01	20160923
20160922	1185	100237	1	ZU01	20160923
20160922	1185	200001	1	ZU01	20160923
20160922	1185	200006	2	ZU01	20160923
20160922	1185	200076	5	ZU01	20160923
20160922	1185	200055	1	ZU01	20160923
20160922	1185	200171	1	ZU01	20160923
20160922	1185	200187	3	ZU01	20160923
20160922	1197	100061	10	ZU01	0000
20160922	1197	100136	1	ZU01	0000
20160922	1197	100092	1	ZU01	0000
20160922	1197	100309	1	ZU01	0000
20160922	1197	100052	10	ZU01	0000
20160922	1197	200001	2	ZU01	0000
20160922	1197	200006	2	ZU01	0000
20160922	1197	200011	2	ZU01	0000
20160922	1197	200091	1	ZU01	0000
20160922	1197	200216	1	ZU01	0000
20160922	1197	200053	1	ZU01	0000
20160922	1197	200303	1	ZU01	0000
20160922	1197	300087	1	ZU01	0000
20160922	1197	300006	1	ZU01	0000
20160922	1197	300091	4	ZU01	0000
20160922	1197	300241	1	ZU01	0000
20160922	1197	300191	1	ZU01	0000
20160922	1197	300021	1	ZU01	0000
20160922	1197	300141	1	ZU01	0000
20160922	1197	300176	1	ZU01	0000
20160922	1197	400042	1	ZU01	0000
20160922	1197	400046	1	ZU01	0000
20160922	1206	200011	4	ZU01	0000
20160922	1206	200016	3	ZU01	0000
20160922	1206	200076	7	ZU01	0000
20160922	1206	200191	1	ZU01	0000
20160922	1206	300021	1	ZU01	0000
20160922	1230	100099	1	ZU01	0923
20160922	1230	100036	5	ZU01	0923
20160922	1230	100237	1	ZU01	0923
20160922	1230	200006	1	ZU01	0923
20160922	1230	200016	1	ZU01	0923
20160922	1230	200041	1	ZU01	0923
20160922	1230	200036	1	ZU01	0923
20160922	1230	200096	1	ZU01	0923
20160922	1230	300079	1	ZU01	0923
20160922	1230	400042	1	ZU01	0923
20160922	1230	400046	1	ZU01	0923
20160922	1230	400031	1	ZU01	0923
20160922	1230	400076	1	ZU01	0923
20160922	1230	400061	1	ZU01	0923
20160922	1234	100001	1	ZU01	0923
20160922	1234	100006	1	ZU01	0923
20160922	1234	100099	3	ZU01	0923
20160922	1234	100041	5	ZU01	0923
20160922	1234	100026	3	ZU01	0923
20160922	1234	100136	3	ZU01	0923
20160922	1234	100022	10	ZU01	0923
20160922	1234	100002	1	ZU01	0923
20160922	1234	100133	1	ZU01	0923
20160922	1234	100105	2	ZU01	0923
20160922	1234	100052	5	ZU01	0923
20160922	1234	200001	4	ZU01	0923
20160922	1234	200006	4	ZU01	0923
20160922	1234	200011	1	ZU01	0923
20160922	1234	200016	1	ZU01	0923
20160922	1234	200055	2	ZU01	0923
20160922	1234	200114	2	ZU01	0923
20160922	1234	200053	2	ZU01	0923
20160922	1234	200096	5	ZU01	0923
20160922	1234	200303	1	ZU01	0923
20160922	1234	200168	1	ZU01	0923
20160922	1234	300079	4	ZU01	0923
20160922	1234	300021	6	ZU01	0923
20160922	1234	300141	2	ZU01	0923
20160922	1234	300123	2	ZU01	0923
