20180704	2139	100017	1	ZU01	0705
20180704	2139	100099	1	ZU01	0705
20180704	2139	100104	1	ZU01	0705
20180704	2139	100081	3	ZU01	0705
20180704	2139	100051	15	ZU01	0705
20180704	2139	100056	10	ZU01	0705
20180704	2139	100066	5	ZU01	0705
20180704	2139	100077	2	ZU01	0705
20180704	2139	100026	2	ZU01	0705
20180704	2139	100136	2	ZU01	0705
20180704	2139	100122	1	ZU01	0705
20180704	2139	100002	1	ZU01	0705
20180704	2139	200087	3	ZU01	0705
20180704	2139	200032	2	ZU01	0705
20180704	2139	200001	1	ZU01	0705
20180704	2139	200006	2	ZU01	0705
20180704	2139	200106	1	ZU01	0705
20180704	2139	200076	2	ZU01	0705
20180704	2139	200036	1	ZU01	0705
20180704	2139	200114	1	ZU01	0705
20180704	2139	200056	2	ZU01	0705
20180704	2139	200091	1	ZU01	0705
20180704	2139	200071	1	ZU01	0705
20180704	2139	200023	2	ZU01	0705
20180704	2139	200096	2	ZU01	0705
20180704	2139	200302	1	ZU01	0705
20180704	2139	300080	1	ZU01	0705
20180704	2139	300141	1	ZU01	0705
20180704	2139	300176	1	ZU01	0705
20180704	2139	300137	2	ZU01	0705
20180704	2139	400006	1	ZU01	0705
20180704	2139	400042	2	ZU01	0705
20180704	2139	400162	1	ZU01	0705
20180704	2139	400066	1	ZU01	0705
20180704	2139	400091	1	ZU01	0705
20180704	1232	100006	1	ZU01	0705
20180704	1232	100011	1	ZU01	0705
20180704	1232	100017	1	ZU01	0705
20180704	1232	100099	2	ZU01	0705
20180704	1232	100197	3	ZU01	0705
20180704	1232	100026	1	ZU01	0705
20180704	1232	100022	3	ZU01	0705
20180704	1232	100105	1	ZU01	0705
20180704	1232	100248	1	ZU01	0705
20180704	1232	200032	1	ZU01	0705
20180704	1232	200011	1	ZU01	0705
20180704	1232	200056	1	ZU01	0705
20180704	1232	200116	1	ZU01	0705
20180704	1232	200053	2	ZU01	0705
20180704	1232	200167	1	ZU01	0705
20180704	1232	300080	1	ZU01	0705
20180704	1232	400042	1	ZU01	0705
20180704	1233	100001	1	ZU01	20180705
20180704	1233	100006	1	ZU01	20180705
20180704	1233	100031	1	ZU01	20180705
20180704	1233	100041	1	ZU01	20180705
20180704	1233	100036	1	ZU01	20180705
20180704	1233	100051	8	ZU01	20180705
20180704	1233	100056	6	ZU01	20180705
20180704	1233	100066	5	ZU01	20180705
20180704	1233	100061	1	ZU01	20180705
20180704	1233	100077	1	ZU01	20180705
20180704	1233	100105	1	ZU01	20180705
20180704	1233	100052	4	ZU01	20180705
20180704	1233	100072	1	ZU01	20180705
20180704	1233	200001	1	ZU01	20180705
20180704	1233	200006	1	ZU01	20180705
20180704	1233	200011	1	ZU01	20180705
20180704	1233	200076	1	ZU01	20180705
20180704	1233	200171	1	ZU01	20180705
20180704	1233	200071	1	ZU01	20180705
20180704	1233	200023	2	ZU01	20180705
20180704	1233	200167	1	ZU01	20180705
20180704	1233	300001	1	ZU01	20180705
20180704	1233	300281	1	ZU01	20180705
20180704	1233	300137	1	ZU01	20180705
20180704	1233	300012	1	ZU01	20180705
20180704	1233	400201	1	ZU01	20180705
20180704	1234	100001	1	ZU01	0705
20180704	1234	100006	1	ZU01	0705
20180704	1234	200006	4	ZU01	0705
20180704	1234	200126	2	ZU01	0705
20180704	1234	200131	2	ZU01	0705
20180704	1234	200096	6	ZU01	0705
20180704	1235	100001	1	ZU01	20180705
20180704	1235	100099	2	ZU01	20180705
20180704	1235	100104	1	ZU01	20180705
20180704	1235	100036	5	ZU01	20180705
20180704	1235	100081	10	ZU01	20180705
20180704	1235	100051	10	ZU01	20180705
20180704	1235	100077	2	ZU01	20180705
20180704	1235	100136	1	ZU01	20180705
20180704	1235	100022	10	ZU01	20180705
20180704	1235	100002	1	ZU01	20180705
20180704	1235	100123	1	ZU01	20180705
20180704	1235	100052	6	ZU01	20180705
20180704	1235	100072	1	ZU01	20180705
20180704	1235	200032	1	ZU01	20180705
20180704	1235	200001	2	ZU01	20180705
20180704	1235	200006	2	ZU01	20180705
20180704	1235	200106	2	ZU01	20180705
