000057|800000|0001|20161008|134518|마천점
000341|183590|0001|20161008|155954|본오점
000156|667901|0001|20161008|181411|탄벌점
000181|500000|0001|20161008|184113|신갈2
000055|355260|0001|20161008|200411|가산점
000116|90000|0001|20161009|172607|신월3점
000115|142100|0001|20161009|183059|광명2점
000322|86740|0001|20161009|204537|장지점
000279|218899|0001|20161009|230850|부천점
000029|200000|0001|20161010|004649|구갈점
000247|3000000|0001|20161010|004831|동백점
000327|214800|0001|20161010|001742|오전점
000295|1000000|0001|20161010|023820|연남점
000076|300000|0001|20161010|023925|신림점
