000322|174010|0001|20180512|152729|장지점
000156|341550|0001|20180512|173608|탄벌점
002201|224520|0001|20180513|011028|이천-해오름
000041|200000|0001|20180513|015221|원당점
000329|55300|0001|20180513|093308|건대점
000057|600000|0001|20180513|111127|마천점
000055|482900|0001|20180513|163826|가산점
000259|700000|0001|20180513|190806|한대점
000237|600000|0001|20180513|230354|밀목점
000181|600000|0001|20180513|230930|신갈2
000125|500000|0001|20180513|231400|신월2점
000087|450000|0001|20180513|232411|금광점
000242|500000|0001|20180514|011639|선부점
000327|141110|0001|20180514|012021|오전점
000279|165640|0001|20180514|012608|부천점
000222|150000|0001|20180514|012816|약대점
000284|200000|0001|20180514|024047|원곡점
