000011|200000|0001|20150623|142738|마평점
000084|1000000|0001|20150623|154558|희망대점
000336|300000|0001|20150623|154844|시흥점
000115|63116|0001|20150623|160637|광명2호점
000108|1300000|0001|20150623|161748|거모점
000310|74000|0001|20150623|171137|당하점
000257|1500000|0001|20150623|181513|곡반점
000264|300000|0001|20150623|181935|쌍문점
000341|91620|0001|20150623|221310|본오점
000322|65150|0001|20150623|232904|장지점
000328|100000|0001|20150623|100211|역곡점
000241|98450|0001|20150624|004405|원당2호점
000126|300000|0001|20150624|014305|남구로점
000342|1000000|0001|20150624|021224|부곡점
000030|110000|0001|20150624|023222|상대2호점
000125|500000|0001|20150624|024009|신월2호점
000279|162816|0001|20150624|034821|부천점
000247|140000|0001|20150624|002501|동백점
