000011|100000|0001|20180619|141107|마평점
000150|200000|0001|20180619|151151|와동점
000115|231978|0001|20180619|163729|광명2점
000329|76410|0001|20180619|170015|건대점
000343|1000000|0001|20180619|174059|파장본점
000248|1000000|0001|20180619|224810|율전점
000055|543735|0001|20180619|225013|가산점
002201|79020|0001|20180619|225514|이천-해오름
000279|213800|0001|20180620|014903|부천점
000331|100000|0001|20180620|022903|당진점
000029|300000|0001|20180620|023530|구갈점
000242|300000|0001|20180620|032912|선부점
000190|400000|0001|20180620|034102|까치산점
