000341|70280|0001|20160206|161658|본오점
000125|300000|0001|20160206|171004|신월2호점
000310|248500|0001|20160208|165326|당하점
000087|450000|0001|20160210|233322|금광점
000010|500000|0001|20160210|153353|성남점
000341|202900|0001|20160210|164802|본오점
000156|395850|0001|20160210|173511|탄벌점
000303|200000|0001|20160210|184340|꼬-당수점
000115|342690|0001|20160210|192745|광명2호점
000247|140000|0001|20160210|220630|동백점
000329|82160|0001|20160211|004014|건대점
000057|1000000|0001|20160211|013942|마천점
000327|534660|0001|20160211|014213|오전점
000279|455740|0001|20160211|021500|부천점
000076|300000|0001|20160211|032115|신림점
