000343|1500000|0001|20170713|141219|파장본점
000012|1100000|0001|20170713|160254|모란점
000125|190000|0001|20170713|162308|신월2점
000010|570000|0001|20170713|172708|성남점
000115|173135|0001|20170713|173119|광명2점
000190|400000|0001|20170713|173759|까치산점
000156|434686|0001|20170713|174839|탄벌점
000327|205600|0001|20170713|195659|오전점
000322|210050|0001|20170713|205330|장지점
000123|350000|0001|20170713|210315|공항점
000073|600000|0001|20170713|233512|노유점
000071|450000|0001|20170713|233949|야탑점
000011|200000|0001|20170713|115154|마평점
000150|200000|0001|20170714|013105|와동점
000041|100000|0001|20170714|021028|원당점
000329|72510|0001|20170714|022145|건대점
000279|152230|0001|20170714|025012|부천점
