000343|1600000|0001|20150813|160415|파장본점
000108|2000000|0001|20150813|162621|거모점
000289|600000|0001|20150813|162940|안산사동점
000310|101440|0001|20150813|163234|당하점
000123|300000|0001|20150813|083330|공항점
000150|300000|0001|20150813|164704|와동점
000274|241370|0001|20150813|174254|곰달래점
000115|60770|0001|20150813|174442|광명2호점
000156|427917|0001|20150813|180007|탄벌점
000341|130670|0001|20150813|180521|본오점
000326|200000|0001|20150813|190538|광교점
000322|95400|0001|20150813|233450|장지점
000011|100000|0001|20150813|122503|마평점
000241|169000|0001|20150814|004046|원당2호점
000242|200000|0001|20150814|011543|선부점
000087|400000|0001|20150814|015604|금광점
000279|150940|0001|20150814|025927|부천점
000029|100000|0001|20150814|033102|구갈점
000185|188600|0001|20150814|034036|중파점
