000248|300000|0001|20160119|145805|율전점
000029|200000|0001|20160119|155150|구갈점
000331|140000|0001|20160119|165434|당진점
000115|209755|0001|20160119|172910|광명2호점
000341|44900|0001|20160119|174549|본오점
000108|2000000|0001|20160119|215006|거모점
000345|2000000|0001|20160119|230411|국제(인천신흥)점
000322|82890|0001|20160119|231109|장지점
000346|20|0001|20160119|232336|기지시점
000123|200000|0001|20160119|132314|공항점
000326|100000|0001|20160120|003900|광교점
000329|102320|0001|20160120|003908|건대점
000210|600000|0001|20160120|004142|곤지암점
000011|200000|0001|20160120|013635|마평점
000327|112110|0001|20160120|020458|오전점
000279|98900|0001|20160120|022016|부천점
000185|701965|0001|20160120|031839|중파점
