000181|400000|0001|20170401|092400|신갈2
000058|215940|0001|20170401|131506|이천점
000248|700000|0001|20170401|170407|율전점
000156|565850|0001|20170401|181336|탄벌점
000011|230000|0001|20170402|143105|마평점
000210|100000|0001|20170402|201225|곤지암점
000331|140000|0001|20170402|202423|당진점
000123|500000|0001|20170402|211849|공항점
000303|200000|0001|20170402|212233|꼬-당수점
000329|11000|0001|20170403|003743|건대점
000087|400000|0001|20170403|004706|금광점
000001|500000|0001|20170403|010546|태평점
000069|252625|0001|20170403|015255|박달점
