000011|350000|0001|20151130|132950|마평점
000197|1000000|0001|20151130|142827|신구대점
000120|100000|0001|20151130|145719|대림점
000115|100000|0001|20151130|153011|광명2호점
000181|500000|0001|20151130|160910|신갈2
000346|111950|0001|20151130|163321|기지시점
000069|260550|0001|20151130|164704|박달점
000310|164650|0001|20151130|165130|당하점
000341|156300|0001|20151130|172408|본오점
000327|462550|0001|20151130|173418|오전점
000342|1000000|0001|20151130|194615|부곡점
000058|454420|0001|20151130|203336|이천점
000123|300000|0001|20151130|204026|공항점
000289|300000|0001|20151130|230255|안산사동점
000115|206370|0001|20151130|110306|광명2호점
000322|156590|0001|20151201|003930|장지점
000001|600000|0001|20151201|010650|태평점
000279|274630|0001|20151201|010759|부천점
000069|100000|0001|20151201|013239|박달점
000076|300000|0001|20151201|015145|신림점
000242|120000|0001|20151201|025406|선부점
