000264|500000|0001|20161208|182726|쌍문점
000322|139830|0001|20161208|185626|장지점
000235|200000|0001|20161208|232943|도림점
000331|200000|0001|20161208|233505|당진점
000011|150000|0001|20161208|114830|마평점
000115|108350|0001|20161208|140733|광명2점
000088|1000000|0001|20161208|150522|구월점
000041|200000|0001|20161209|004846|원당점
000242|100000|0001|20161209|011159|선부점
000279|80100|0001|20161209|015819|부천점
000303|200000|0001|20161209|022146|꼬-당수점
000029|200000|0001|20161209|034930|구갈점
000185|183920|0001|20161209|035216|중파점
