000310|71640|0001|20160809|151913|당하점
000343|1000000|0001|20160809|162009|파장본점
000248|300000|0001|20160809|162140|율전점
000341|132650|0001|20160809|164424|본오점
000115|46750|0001|20160809|170559|광명2호점
000125|500000|0001|20160809|215638|신월2호점
000346|30800|0001|20160809|231103|기지시점
000331|120000|0001|20160809|233916|당진점
000073|600000|0001|20160809|050808|노유점
000012|1200000|0001|20160809|131222|모란점
000011|200000|0001|20160809|140721|마평점
000322|35960|0001|20160810|004300|장지점
000329|52770|0001|20160810|014455|건대점
000242|360000|0001|20160810|014721|선부점
000185|249510|0001|20160810|031043|중파점
000279|128400|0001|20160810|002136|부천점
