000267|1000000|0001|20160727|133908|퇴촌점
000320|1000000|0001|20160727|145723|권선점
000248|300000|0001|20160727|152659|율전점
000123|300000|0001|20160727|154149|공항점
000343|1000000|0001|20160727|172814|파장본점
000115|231050|0001|20160727|173117|광명2호점
000341|93710|0001|20160727|174244|본오점
000010|500000|0001|20160727|191353|성남점
000310|141900|0001|20160727|205509|당하점
000310|100000|0001|20160727|205725|당하점
000011|100000|0001|20160727|124356|마평점
000322|84120|0001|20160728|005641|장지점
000069|246990|0001|20160728|013322|박달점
000087|350000|0001|20160728|014537|금광점
000289|400000|0001|20160728|014551|안산사동점
000185|356209|0001|20160728|020904|중파점
000242|150000|0001|20160728|022531|선부점
000284|200000|0001|20160728|023931|원곡총각점
000029|500000|0001|20160728|024157|구갈점
000329|60610|0001|20160728|003348|건대점
