000289|500000|0001|20160912|132729|안산사동점
000235|100000|0001|20160912|142723|도림점
000248|400000|0001|20160912|154221|율전점
000010|500000|0001|20160912|164952|성남점
000341|184990|0001|20160912|165336|본오점
000115|254690|0001|20160912|175005|광명2호점
000284|300000|0001|20160912|184454|원곡총각점
000181|400000|0001|20160912|190014|신갈2
000125|400000|0001|20160912|191642|신월2호점
000279|364269|0001|20160912|221234|부천점
000322|81890|0001|20160912|231457|장지점
000328|100000|0001|20160912|094239|역곡점
000011|150000|0001|20160912|124410|마평점
000087|400000|0001|20160913|010327|금광점
000150|200000|0001|20160913|011048|와동점
000185|589910|0001|20160913|013733|중파점
000327|287250|0001|20160913|014211|오전점
000237|600000|0001|20160913|021139|송정밀목점
000242|300000|0001|20160913|022102|선부점
000069|267860|0001|20160913|022553|박달점
000057|500000|0001|20160913|023950|마천점
000345|1000000|0001|20160913|025800|국제(인천신흥)점
