000011|300000|0001|20150620|144452|마평점
000073|500000|0001|20150620|054541|노유점
000310|77520|0001|20150620|171739|당하점
000330|110000|0001|20150620|200654|석촌점
000341|122100|0001|20150620|205051|본오점
000185|200530|0001|20150621|070633|중파점
000336|300000|0001|20150621|201736|시흥점
000001|150000|0001|20150621|233332|태평점
000326|200000|0001|20150622|003821|광교점
000241|212200|0001|20150622|004548|원당2호점
000279|146045|0001|20150622|020437|부천점
000150|200000|0001|20150622|022641|와동점
000322|268810|0001|20150622|003245|장지점
000087|450000|0001|20150622|003331|금광점
