000190|250000|0001|20150410|150454|까치산역점
000274|300000|0001|20150410|151839|곰달래점
000320|1000000|0001|20150410|175200|권선점
000330|150000|0001|20150410|183841|석촌점
000327|172890|0001|20150410|202424|오전점
000108|2000000|0001|20150410|231442|거모점
000120|200000|0001|20150410|093444|대림점
000336|300000|0001|20150410|104047|시흥점
000011|250000|0001|20150410|120926|마평점
000115|53300|0001|20150410|135232|광명2호점
000210|800000|0001|20150411|005910|곤지암점
000341|179290|0001|20150411|010056|본오점
000322|124000|0001|20150411|011959|장지점
000247|121780|0001|20150411|012153|동백점
000329|130240|0001|20150411|021033|건대점
000069|166495|0001|20150411|021852|박달점
000030|150000|0001|20150411|022154|상대2호점
000279|77840|0001|20150411|023729|부천점
