000248|300000|0001|20150730|145013|율전점
000310|42350|0001|20150730|161631|당하점
000274|82750|0001|20150730|163201|곰달래점
000030|150000|0001|20150730|164140|상대2호점
000264|700000|0001|20150730|164616|쌍문점
000241|86150|0001|20150730|171229|원당2호점
000115|73985|0001|20150730|172314|광명2호점
000341|136410|0001|20150730|191116|본오점
000289|500000|0001|20150730|191854|안산사동점
000116|40000|0001|20150730|203311|신월3호점
000123|300000|0001|20150730|091333|공항점
000001|1000000|0001|20150731|010448|태평점
000326|100000|0001|20150731|001900|광교점
000329|156690|0001|20150731|014107|건대점
000284|100000|0001|20150731|020454|원곡총각점
000242|120000|0001|20150731|021246|선부점
000126|300000|0001|20150731|022405|남구로점
000088|200000|0001|20150731|002549|구월점
000279|112745|0001|20150731|025850|부천점
000029|100000|0001|20150731|030300|구갈점
000322|107740|0001|20150731|003520|장지점
