000235|60000|0001|20160621|143642|도림점
000310|89256|0001|20160621|151535|당하점
000341|94410|0001|20160621|155503|본오점
000115|59620|0001|20160621|170717|광명2호점
000264|600000|0001|20160621|171112|쌍문점
000346|274850|0001|20160621|190700|기지시점
000347|700000|0001|20160621|225335|신고잔
000322|70940|0001|20160621|232026|장지점
000055|690|0001|20160621|232053|가산점
000055|286000|0001|20160621|232514|가산점
000011|150000|0001|20160621|093611|마평점
000328|200000|0001|20160621|100212|역곡점
001002|1000000|0001|20160621|130956|화덕족발-신길점
000331|130000|0001|20160622|012109|당진점
000242|150000|0001|20160622|021615|선부점
000345|3000000|0001|20160622|023839|국제(인천신흥)점
000029|400000|0001|20160622|034104|구갈점
000279|187910|0001|20160622|035955|부천점
000303|200000|0001|20160622|003445|꼬-당수점
